col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,order,division
Mariel J K Martin,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,22,39
Marylouise Isaacson,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,23,39
Matthew D Myers,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,39
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,39
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,26,39
Rhea Powell,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27,39
Tom Young,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,39
Total,11,9,9,7,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,39
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,40
,Darrell L Clarke,Rhea Powell,Micah Mahjoubian,Tom Young,Mariel J K Martin,Marylouise Isaacson,Andi Perez,Matthew D Myers,Joe Celentano,Amanda Mcillmurray,Noam Kugelmass,Judi Golding Baker,Jon Geeting,Rich Lazer,Lindy Li,Margo Davidson,Molly Sheehan,Theresa M Wright,Mary Gay Scanlon,Thaddeus Kirkland,Greg Vitali,Ashley Lunkenheimer,David Wertime,Shelly Chauncey,Dan Muroff,Larry Arata,2,40
Darrell L Clarke,2,49,60,56,63,58,58,55,24,32,20,19,14,39,17,18,9,4,4,8,0,1,0,0,0,0,3,40
Rhea Powell,,2,48,43,47,43,38,27,36,35,34,23,19,20,17,17,7,11,5,7,0,4,1,0,0,0,4,40
Micah Mahjoubian,,,0,64,54,58,57,45,41,30,31,14,17,32,20,10,6,6,5,6,1,1,0,0,0,0,5,40
Tom Young,,,,0,55,54,56,46,36,25,21,13,17,27,18,6,7,7,5,8,1,2,0,1,0,0,6,40
Mariel J K Martin,,,,,0,63,58,52,22,39,15,21,13,29,16,10,5,4,5,6,0,1,0,1,0,0,7,40
Marylouise Isaacson,,,,,,0,54,49,28,42,17,17,12,24,14,10,6,4,9,6,0,2,0,1,0,0,8,40
Andi Perez,,,,,,,0,46,25,28,14,18,19,27,14,9,5,4,6,3,0,1,1,1,0,0,9,40
Matthew D Myers,,,,,,,,0,18,26,10,16,9,22,10,9,5,3,6,4,0,1,0,0,0,0,10,40
Joe Celentano,,,,,,,,,0,17,26,9,13,11,14,5,4,6,4,6,3,0,0,1,0,0,11,40
Amanda Mcillmurray,,,,,,,,,,0,16,21,11,9,8,9,7,1,9,4,0,1,0,1,0,0,12,40
Noam Kugelmass,,,,,,,,,,,1,9,11,11,7,7,3,7,1,2,1,0,0,1,0,0,13,40
Judi Golding Baker,,,,,,,,,,,,0,7,5,7,6,4,1,5,2,0,0,0,0,0,0,14,40
Jon Geeting,,,,,,,,,,,,,0,5,5,3,5,3,2,1,0,0,1,1,0,0,15,40
Rich Lazer,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,16,40
Lindy Li,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,17,40
Margo Davidson,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,18,40
Molly Sheehan,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,19,40
Theresa M Wright,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,20,40
Mary Gay Scanlon,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,21,40
Thaddeus Kirkland,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,22,40
Greg Vitali,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,23,40
Ashley Lunkenheimer,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,40
David Wertime,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,40
Shelly Chauncey,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,26,40
Dan Muroff,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27,40
Larry Arata,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,40
Total,107,92,91,86,82,81,76,65,55,52,41,31,26,63,37,27,16,16,15,14,6,5,1,1,0,0,29,40
,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,41
,Rich Lazer,Theresa M Wright,Lindy Li,Molly Sheehan,Thaddeus Kirkland,Ashley Lunkenheimer,Greg Vitali,Mary Gay Scanlon,Shelly Chauncey,Dan Muroff,David Wertime,Larry Arata,Margo Davidson,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,41
Rich Lazer,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41
Theresa M Wright,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41
Lindy Li,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41
Molly Sheehan,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41
Thaddeus Kirkland,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41
Ashley Lunkenheimer,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41
Greg Vitali,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41
Mary Gay Scanlon,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41
Shelly Chauncey,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41
Dan Muroff,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41
David Wertime,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41
Larry Arata,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41
Margo Davidson,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41
Amanda Mcillmurray,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,16,41
Andi Perez,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,17,41
Darrell L Clarke,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,18,41
Joe Celentano,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19,41
Jon Geeting,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,20,41
Judi Golding Baker,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,41
Mariel J K Martin,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,22,41
Marylouise Isaacson,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,23,41
Matthew D Myers,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,41
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,41
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,26,41
Rhea Powell,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27,41
Tom Young,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,41
Total,52,6,4,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41
,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,42
,Rich Lazer,Molly Sheehan,Mary Gay Scanlon,Theresa M Wright,Lindy Li,Margo Davidson,Thaddeus Kirkland,Ashley Lunkenheimer,Greg Vitali,Dan Muroff,David Wertime,Larry Arata,Shelly Chauncey,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,42
Rich Lazer,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42
Molly Sheehan,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42
Mary Gay Scanlon,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42
Theresa M Wright,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42
Lindy Li,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42
Margo Davidson,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42
Thaddeus Kirkland,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42
Ashley Lunkenheimer,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42
Greg Vitali,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42
Dan Muroff,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42
David Wertime,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42
Larry Arata,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42
Shelly Chauncey,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42
Amanda Mcillmurray,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42
Andi Perez,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,17,42
Darrell L Clarke,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,18,42
Joe Celentano,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19,42
Jon Geeting,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,20,42
Judi Golding Baker,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,42
Mariel J K Martin,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,22,42
Marylouise Isaacson,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,23,42
Matthew D Myers,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,42
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,42
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,26,42
Rhea Powell,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27,42
Tom Young,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,42
Total,25,16,14,12,10,9,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42
,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,43
,Rich Lazer,Lindy Li,Theresa M Wright,Mary Gay Scanlon,Ashley Lunkenheimer,Molly Sheehan,Greg Vitali,Larry Arata,Thaddeus Kirkland,Dan Muroff,David Wertime,Margo Davidson,Shelly Chauncey,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,43
Rich Lazer,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43
Lindy Li,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43
Theresa M Wright,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43
Mary Gay Scanlon,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43
Ashley Lunkenheimer,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43
Molly Sheehan,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43
Greg Vitali,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43
Larry Arata,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43
Thaddeus Kirkland,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43
Dan Muroff,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43
David Wertime,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43
Margo Davidson,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43
Shelly Chauncey,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43
Amanda Mcillmurray,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,16,43
Andi Perez,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,17,43
Darrell L Clarke,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,18,43
Joe Celentano,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19,43
Jon Geeting,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,20,43
Judi Golding Baker,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,43
Mariel J K Martin,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,22,43
Marylouise Isaacson,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,23,43
Matthew D Myers,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,43
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,43
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,26,43
Rhea Powell,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27,43
Tom Young,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,43
Total,19,13,8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43
,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,44
,Rich Lazer,Molly Sheehan,Lindy Li,Margo Davidson,Ashley Lunkenheimer,Mary Gay Scanlon,Theresa M Wright,Thaddeus Kirkland,Greg Vitali,Dan Muroff,Larry Arata,David Wertime,Shelly Chauncey,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,44
Rich Lazer,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44
Molly Sheehan,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44
Lindy Li,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44
Margo Davidson,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44
Ashley Lunkenheimer,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,44
Mary Gay Scanlon,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,44
Theresa M Wright,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,44
Thaddeus Kirkland,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44
Greg Vitali,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44
Dan Muroff,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44
Larry Arata,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44
David Wertime,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,44
Shelly Chauncey,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,44
Amanda Mcillmurray,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,16,44
Andi Perez,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,17,44
Darrell L Clarke,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,18,44
Joe Celentano,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19,44
Jon Geeting,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,20,44
Judi Golding Baker,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,44
Mariel J K Martin,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,22,44
Marylouise Isaacson,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,23,44
Matthew D Myers,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,44
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,44
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,26,44
Rhea Powell,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27,44
Tom Young,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,44
Total,32,25,24,12,11,11,10,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,44
,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,45
,Rich Lazer,Molly Sheehan,Lindy Li,Theresa M Wright,Mary Gay Scanlon,Ashley Lunkenheimer,Thaddeus Kirkland,Margo Davidson,Greg Vitali,Shelly Chauncey,Dan Muroff,David Wertime,Larry Arata,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,45
Rich Lazer,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45
Molly Sheehan,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45
Lindy Li,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45
Theresa M Wright,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45
Mary Gay Scanlon,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45
Ashley Lunkenheimer,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,45
Thaddeus Kirkland,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45
Margo Davidson,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45
Greg Vitali,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,45
Shelly Chauncey,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45
Dan Muroff,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45
David Wertime,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,45
Larry Arata,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45
Amanda Mcillmurray,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45
Andi Perez,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,17,45
Darrell L Clarke,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,18,45
Joe Celentano,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19,45
Jon Geeting,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,20,45
Judi Golding Baker,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,45
Mariel J K Martin,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,22,45
Marylouise Isaacson,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,23,45
Matthew D Myers,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,45
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,45
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,26,45
Rhea Powell,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27,45
Tom Young,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,45
Total,38,22,21,13,12,10,10,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,45
,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,46
,Rich Lazer,Lindy Li,Molly Sheehan,Greg Vitali,Theresa M Wright,Ashley Lunkenheimer,Thaddeus Kirkland,Margo Davidson,Mary Gay Scanlon,Larry Arata,Dan Muroff,David Wertime,Shelly Chauncey,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,46
Rich Lazer,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46
Lindy Li,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46
Molly Sheehan,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46
Greg Vitali,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46
Theresa M Wright,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46
Ashley Lunkenheimer,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46
Thaddeus Kirkland,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,46
Margo Davidson,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,46
Mary Gay Scanlon,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46
Larry Arata,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46
Dan Muroff,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,46
David Wertime,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,46
Shelly Chauncey,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46
Amanda Mcillmurray,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46
Andi Perez,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,17,46
Darrell L Clarke,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,18,46
Joe Celentano,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19,46
Jon Geeting,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,20,46
Judi Golding Baker,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21,46
Mariel J K Martin,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,22,46
Marylouise Isaacson,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,23,46
Matthew D Myers,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,46
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,46
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,26,46
Rhea Powell,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27,46
Tom Young,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,46
Total,35,19,19,14,14,10,10,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46
,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,47
,Rich Lazer,Lindy Li,Molly Sheehan,Theresa M Wright,Thaddeus Kirkland,Ashley Lunkenheimer,Greg Vitali,Mary Gay Scanlon,Dan Muroff,David Wertime,Larry Arata,Margo Davidson,Shelly Chauncey,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,47
Rich Lazer,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47
Lindy Li,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47
Molly Sheehan,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47
Theresa M Wright,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,47
Thaddeus Kirkland,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,47
Ashley Lunkenheimer,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,47
Greg Vitali,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,47
Mary Gay Scanlon,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47
Dan Muroff,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47
David Wertime,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47
Larry Arata,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,47
Margo Davidson,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,47
Shelly Chauncey,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,47
Amanda Mcillmurray,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47
Andi Perez,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,17,47
Darrell L Clarke,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,18,47
Joe Celentano,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19,47
Jon Geeting,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,20,47
